,Content,quality,smell,shipping,packing,price,others,processed_content
9635,"shipper cực cute , giao hàng đầy đủ đóng gói cẩn thận , chưa biết chất lượng thế nào",,,2.0,2.0,,,shipper cực cute giao hàng đầy_đủ đóng_gói cẩn_thận chưa biết chất_lượng thế_nào
4818,dùng em này khá êm độ ph chuẩn nên không thấy bị khô da lần đầu mua tại shop mong là vẫn êm như lần mua của shop khác,2.0,,,,,,dùng em này khá êm độ_ph chuẩn nên không thấy bị khô da lần đầu mua tại shop mong là vẫn êm như lần mua của shop khác
220,"Sản phẩm giao nhanh, đóng gói cẩn thận. Thương hiệu nổi tiếng nên yên tâm",,,2.0,2.0,,2.0,sản_phẩm giao nhanh đóng_gói cẩn_thận thương_hiệu nổi_tiếng nên yên_tâm
12566,đã dùng nhiều lần hãng này nhưng lần đầu mua ở shop dùng không biết thế nào giao hàng nhanh đóng gói ổn,1.0,,2.0,2.0,,,đã dùng nhiều lần hãng này nhưng lần đầu mua ở shop dùng không biết thế_nào giao hàng nhanh đóng_gói ổn
9073,"Mua cho con gái sử dụng, mềm da và ko căng da, dịu nhẹ với da",2.0,,,,,,mua cho con gái sử_dụng mềm da và ko căng da dịu nhẹ với da
2476,da mình dầu mụn nhưng rất phù hợp vs sp mình xài chai thứ 3 lun rồi rửa xong ko bị khô da như svr nên mua nha mng ơi,2.0,,,,,,da mình dầu mụn nhưng rất phù_hợp vs sp mình xài chai thứ 3 lun rồi rửa xong ko bị khô da như svr nên mua nha mng ơi
4248,Giá rẻ hơn so với mua ở siêu thị hoặc beauty store. Sản phẩm dùng rất tốt. Rửa mặt xog thấy mịn da hơn hẳn. Luôn tin dùng sản phẩm này của.,2.0,,,,2.0,,giá rẻ hơn so với mua ở siêu_thị hoặc beauty store sản_phẩm dùng rất tốt rửa mặt xog thấy mịn da hơn hẳn luôn tin_dùng sản_phẩm này của
12539,chất lượng sản phẩm tuyệt vời giao hàng nhanhhhhhhhhh đóng gói cẩn thận,2.0,,2.0,2.0,,,chất_lượng sản_phẩm tuyệt_vời giao hàng nhanhhhhhhhhh đóng_gói cẩn_thận
13839,chất lượng đóng hàng ổn chưa sử dụng nên không biết như thế nào nhưng nghe nhận xét thì có vẻ tốt,1.0,,,2.0,,,chất_lượng đóng hàng ổn chưa sử_dụng nên không biết như_thế_nào nhưng nghe nhận_xét thì có vẻ tốt
12658,rửa mặt sạch lắm,2.0,,,,,,rửa mặt sạch lắm
6487,đã nhận được hàng từ shop đóng gói rất cẩn thận kỹ lưỡng sẽ ủng hộ shop vào lần tới nữa ạ,,,,2.0,,,đã nhận được hàng từ shop đóng_gói rất cẩn_thận kỹ_lưỡng sẽ ủng_hộ shop vào lần tới nữa ạ
9494,dùng đến lọ thứ 4 rồi mà 400ml liền là biết dùng nhiều cỡ nào rùi á tt,2.0,,,,,,dùng đến lọ thứ 4 rồi mà 400ml liền là biết dùng nhiều cỡ nào rùi á tt
9796,đóng gói sản phẩm rất đẹp và chắc chắn shop phục vụ rất tốt,,,,2.0,,,đóng_gói sản_phẩm rất đẹp và chắc_chắn shop phục_vụ rất tốt
5650,đã nhận hàng hàng thanh toán trước nhưng shop vẫn giao nhanh,,,2.0,,,,đã nhận hàng hàng thanh_toán trước nhưng shop vẫn giao nhanh
13750,đóng gói chắc chắn cẩn thận giá hợp lí giao hàng nhanh srm có hạt gì đó thấy ghi là ttbc nhưng cũg không biết thật không rửa xong thấy mặt ẩm ko sạch rít nói chung là quá tuyệt vời,0.0,,2.0,2.0,2.0,,đóng_gói chắc_chắn cẩn_thận giá hợp_lí giao hàng nhanh srm có hạt gì đó thấy ghi là ttbc nhưng cũg không biết thật không rửa xong thấy mặt ẩm ko sạch rít nói_chung là quá tuyệt_vời
14586,đóng gói cẩn thận hàng đúng theo mô tảchưa dùng nên chưa biết hiệu quả trên da ntn,1.0,,,2.0,,2.0,đóng_gói cẩn_thận hàng đúng theo mô tảchưa dùng nên chưa biết hiệu_quả trên da ntn
8052,Chưa cảm nhận được nhiều!,,,,,,1.0,chưa cảm_nhận được nhiều
13885,"chất lượng sản phẩm tuyệt vời 
giao hàng nhanh nên mua nha mọi người",2.0,,2.0,,,,chất_lượng sản_phẩm tuyệt_vời giao hàng nhanh nên mua nha mọi người
2881,chất lượng sản phẩm ổn áp đóng gói okey nhé giao hàng hơi lâu,2.0,,0.0,2.0,,,chất_lượng sản_phẩm ổn_áp đóng_gói okey nhé giao hàng hơi lâu
1677,"Đóng gói, giao hàng và sp đều rất tốt, giao hàng nhanh",2.0,,2.0,2.0,,,đóng_gói giao hàng và sp đều rất tốt giao hàng nhanh
6060,"Sử dụng rất tốt, không gây kích ứng da, rất đáng đồng tiền bát gạo để mua nha.",2.0,,,,,,sử_dụng rất tốt không gây kích_ứng da rất đáng đồng_tiền_bát_gạo để mua nha
901,dùng 1 tuần mà da k đỡ dầu nhờn mụn thù lên nhìu hơn,0.0,,,,,,dùng 1 tuần mà da k đỡ dầu_nhờn mụn thù lên nhìu hơn
11513,"Kính gửi: Tiki! Chưa bao giờ tôi mua hàng bên Tiki bị thiếu, hỏng hay sao cả mà lần này Tiki đã giao thiếu hàng là lọ sữa rửa mặt này. 
Rất mong Tiki nhanh chóng trả sớm hàng cho tôi.
Cảm ơn Tiki",,,,,,0.0,kính gửi tiki chưa bao_giờ tôi mua hàng bên tiki bị thiếu hỏng hay sao cả mà lần này tiki đã giao thiếu hàng là lọ sữa rửa mặt này rất mong tiki nhanh_chóng trả sớm hàng cho tôi cảm_ơn tiki
14397,chất lượng srm này thì tốt khỏi bàn nhưng đọc ngày sản xuất đc 1 năm rồi thì hơi k vui lắm biết là date xa tận 3 năm nhưng vẫn hơi cấn,2.0,,,,,2.0,chất_lượng srm này thì tốt khỏi bàn nhưng đọc ngày sản_xuất đc 1 năm rồi thì hơi k vui lắm biết là date xa tận 3 năm nhưng vẫn hơi cấn
2296,độ ph của sản phẩm thấp nên khi dùng da ko bị khô ráp mà con sạch nữa lần thứ n n trên 10 mua,2.0,,,,,,độ_ph của sản_phẩm thấp nên khi dùng da ko bị khô ráp mà con sạch nữa lần thứ n n trên 10 mua
8877,đóng gói chắc chắn sử dụng lên da cảm giác rất sạch và dịu nhẹ khi rửa mặt xong không bị khô da,2.0,,,2.0,,,đóng_gói chắc_chắn sử_dụng lên da cảm_giác rất sạch và dịu nhẹ khi rửa mặt xong không bị khô da
8488,combo siêu tiết kiệm mua 1 tặng 1 fullsize cái giá quá rẻ cho khuôn mặt sạch sẽ luôn mng ơi sx lô 2020 hời ơi quá xs luônnnnnn,,,,,2.0,2.0,combo siêu tiết_kiệm mua 1 tặng 1 fullsize cái giá quá rẻ cho khuôn_mặt sạch_sẽ luôn mng ơi sx lô 2020 hời ơi quá xs luônnnnnn
9075,"Hợp với da mình, đã dùng hết 1 lọ và mua lọ thứ 2",2.0,,,,,,hợp với da mình đã dùng hết 1 lọ và mua lọ thứ 2
8819,đóng gói chắc chắn giao hàng nhanh chất là gel trong mà tạo bọt tốt với thơm như mùi dầu gội bưởi sả của mình để sử dụng lâu xem thế nào,,2.0,2.0,2.0,,,đóng_gói chắc_chắn giao hàng nhanh chất là gel trong mà tạo bọt tốt với thơm như mùi dầu_gội bưởi sả của mình để sử_dụng lâu xem thế_nào
12717,"Đề là mua chai lớn đc tặng 2 chai nhỏ, mà s của mình lại k đc tặng",,,,,,0.0,đề là mua chai lớn đc tặng 2 chai nhỏ mà s của mình lại k đc tặng
11160,đang dịch cứ lo k nhận dk hàng may mà vẫn kịp thời đến hàng đóng gói chắc chắn lắm í coi tiktok thấy nhiều bạn khen enpi hàng auth đảm bảo nên cũng mua dùng thử xem thế nào hi,,,2.0,2.0,,2.0,đang dịch cứ lo k nhận dk hàng may_mà vẫn kịp_thời đến hàng đóng_gói chắc_chắn lắm í coi tiktok thấy nhiều bạn khen enpi hàng auth đảm_bảo nên cũng mua dùng thử xem thế_nào hi
6772,dùng hãng này oke nhưng mua shop lần đầu k biết ntn sẽ dùng thử,1.0,,,,,,dùng hãng này oke nhưng mua shop lần đầu k biết ntn sẽ dùng thử
11933,bao bì không chắc chắn lắm giao hàng nhanh mình chưa dùng lần nào nên không biết hiệu quả ra sao,,,2.0,,,,bao_bì không chắc_chắn lắm giao hàng nhanh mình chưa dùng lần nào nên không biết hiệu_quả ra sao
7257,đóng gói cẩn thận. date 2022,,,,2.0,,,đóng_gói cẩn_thận date 2022
2580,Về chất lượng sp thì mình mua ở tiki trading nên rất tin tưởng. Giao hàng khá nhanh. Bên ngoài có ghi hàng rất dễ vỡ. Date khá xa.,2.0,,2.0,2.0,,,về chất_lượng sp thì mình mua ở tiki trading nên rất tin_tưởng giao hàng khá nhanh bên ngoài có ghi hàng rất dễ vỡ date khá xa
7966,đặt hàng 0h5p 7/7 và hnay đã nhận được eucerin thì khỏi chê ạ dùng rất tuyệt nên mua cách đóng gói sản phẩm của kho hn đã cải thiện rất nhiều mình bất ngờ luôn gói rất chắc và an toàn này mình canh sale nên mua đc giá siêu rẻ quá ưng luôn,2.0,,2.0,2.0,2.0,,đặt_hàng 0h5p 7 7 và hnay đã nhận được eucerin thì khỏi chê ạ dùng rất tuyệt nên mua cách đóng_gói sản_phẩm của kho hn đã cải_thiện rất nhiều mình bất_ngờ luôn gói rất chắc và an_toàn này mình canh sale nên mua đc giá siêu rẻ quá ưng luôn
14335,"dùng thấy giảm mụn, ok lắm nha",2.0,,,,,,dùng thấy giảm mụn ok lắm nha
11204,"Rửa xong da mặt cũng dễ chịu hơn chút, mụn thì cũng bớt xuất hiện, mùi cũng không thấy khó chịu nữa, sản phẩm tốt.",2.0,2.0,,,,,rửa xong da mặt cũng dễ_chịu hơn chút mụn thì cũng bớt xuất_hiện mùi cũng không thấy khó_chịu nữa sản_phẩm tốt
14897,loại này dịu nhẹ và lành tính.sẽ mua tiếp,2.0,,,,,,loại này dịu nhẹ và lành_tính sẽ mua tiếp
9859,chất lượng sản phẩm tốt đúng như mô tả đã mua của shop mấy lần rồi rất an tâm về sản phẩm bên shop shop tư vấn nhiệt tình giao hàng nhanh,2.0,,2.0,,,,chất_lượng sản_phẩm tốt đúng như mô_tả đã mua của shop mấy lần rồi rất an_tâm về sản_phẩm bên shop shop tư_vấn nhiệt_tình giao hàng nhanh
9423,đóng gói cẩn thận shop ở hcm nhưng giao hàng còn nhanh hơn cả những đơn m đặt nội thành hanoi,,,2.0,2.0,,,đóng_gói cẩn_thận shop ở hcm nhưng giao hàng còn nhanh hơn cả những đơn m đặt nội_thành hanoi
5254,đã nhận được hàng giao hàng nhanh chóng đặt trên shoppe mall nên rất yên tâm về chất lượng,2.0,,2.0,,,,đã nhận được hàng giao hàng nhanh_chóng đặt trên shoppe mall nên rất yên_tâm về chất_lượng
681,đã mua rất nhiều lần mùi thơm dễ chịu,2.0,2.0,,,,,đã mua rất nhiều lần mùi thơm dễ_chịu
14076,đơn hàng gửi từ hàn quốc nên giao hàng tầm một tuần là tới shop gói hàng cẩn thận hàng chính hãng,,,2.0,2.0,,2.0,đơn hàng gửi từ_hàn quốc nên giao hàng tầm một tuần là tới shop gói hàng cẩn_thận hàng chính hãng
3159,"srm này mình đã dùng sang chai thứ 3 rồi rất hợp với da mình , mặc dù đây là lần đầu mua srm này trên tiki nhưng mà mình vẫn rất ăn tâm về chất lượng",2.0,,,,,,srm này mình đã dùng sang chai thứ 3 rồi rất hợp với da mình mặc_dù đây là lần đầu mua srm này trên tiki nhưng_mà mình vẫn rất ăn tâm về chất lươ ng
10957,dsax nhận đc hàng sản phẩm này mk mới đổi qua để dùng thử nên cũng chưa rõ chất lượng đóng gói cũng chắc chắn nữa,,,,2.0,,,dsax nhận đc hàng sản_phẩm này mk mới đổi qua để dùng thử nên cũng chưa rõ chất_lượng đóng_gói cũng chắc_chắn nữa
2987,"giao hàng nhanh,đóng gói cẩn thận,sản phẩm dùng rất ok",2.0,,2.0,2.0,,,giao hàng nhanh đóng_gói cẩn_thận sản_phẩm dùng rất ok
4908,đã nhận đc hàng mới xài thấy ok ko quá ít bọt đâu còn đc shop gửi lì xì đầu năm thấy vui vui,2.0,,,,,,đã nhận đc hàng mới xài thấy ok ko quá ít bọt đâu còn đc shop gửi lì_xì đầu năm thấy vui vui
1882,chai nhìn xinh dth mình lần đầu sd sản phẩm chưa biết sẽ như nào nch là ổn,1.0,,,,,,chai nhìn xinh dth mình lần đầu sd sản_phẩm chưa biết sẽ như nào nch là ổn
8748,Đã nhiều lần mua hàng. Luôn an tâm về chất lượng,2.0,,,,,,đã nhiều lần mua hàng luôn an_tâm về chất_lượng
1940,chai này dùng thích lắm được tặng hời luôn mãi ủng hộ shop nên mua,2.0,,,,,2.0,chai này dùng thích lắm được tặng hời luôn mãi ủng_hộ shop nên mua
3296,đóng gói sản phẩm rất đẹp và chắc chắnthời gian giao hàng nhanh,,,2.0,2.0,,,đóng_gói sản_phẩm rất đẹp và chắc chắnthời gian giao hàng nhanh
3534,cản on shop 5 sao,,,,,,2.0,cản on shop 5 sao
5974,đóng gói cẩn thận đẹp srm chưa dùng nên chưa thể đánh giá,,,,2.0,,,đóng_gói cẩn_thận đẹp srm chưa dùng nên chưa_thể đánh_giá
3729,đóng gói sp chắc chắn lần đầu tiên sử dụng sữa rửa mặt này hi vọng ổn ship hàng nhanh như một cơn gió,1.0,,2.0,2.0,,,đóng_gói sp chắc_chắn lần đầu_tiên sử_dụng sữa rửa mặt này hi_vọng ổn ship hàng nhanh như một cơn gió
490,"đã dùng chai 236ml thấy ổn nên mua luôn full size
đóng gói kĩ
giao hàng nhanh nè",2.0,,2.0,2.0,,,đã dùng chai 236ml thấy ổn nên mua luôn full size đóng_gói kĩ giao hàng nhanh nè
5708,"Sản phẩm dịu nhẹ, không kích ứng, không bọt, rất phù hợp cho da nhạy cảm.",2.0,,,,,,sản_phẩm dịu nhẹ không_kích ứng không bọt rất phù_hợp cho da nhạy_cảm
1181,đóng gói khá kỹ giao hàng hơi chậm mẫu mã mới không biết sử dụng có giống mẫu cũ không nữa ?,,,0.0,2.0,,0.0,đóng_gói khá kỹ giao hàng hơi chậm mẫu_mã mới không biết sử_dụng có giống mẫu cũ không nữa
1375,sao không thấy ngày sản xuất . hạn sử dụng ghi quá mơ hồ . 3 năm mà không biết năm sản xuất,,,,,,0.0,sao không thấy ngày sản_xuất hạn sử_dụng ghi quá mơ_hồ 3 năm mà không biết năm sản_xuất
5014,đã sử dụng nữa năm nay,2.0,,,,,,đã sử_dụng nữa năm nay
626,"Làm sạch sâu, không gấy kích ứng da",2.0,,,,,,làm sạch sâu không gấy kích_ứng da
4758,chai này làm cho làn da tệ hơn chai mua ở hãng khác,0.0,,,,,,chai này làm cho làn da tệ hơn chai mua ở hãng khác
10418,"mùi hơi nồng, cảm giác sạch  nhưng hơi khô da.",1.0,0.0,,,,,mùi hơi nồng cảm_giác sạch nhưng hơi khô da
11538,chai sữa rửa mặt 10 điểm nha xài kiểu không bị khô lắm nhưng cảm giác da mặt thoáng lắm,2.0,,,,,,chai sữa rửa mặt 10 điểm nha xài kiểu không bị khô lắm nhưng cảm_giác da mặt thoáng lắm
11049,dùng ổn và không bị khô da mọi người dùng lâu sẽ thấy khoái đó ạ he,2.0,,,,,,dùng ổn và không bị khô da mọi người dùng lâu sẽ thấy khoái đó ạ he
4180,da t dạng nhạy cảm có dầu xài ok nhé ko có cảm giác quá căng bóng sau khi rửa đâu,2.0,,,,,,da t dạng nhạy_cảm có dầu xài ok nhé ko có cảm_giác quá căng bóng sau khi rửa đâu
11402,Mình mới đặt mua sản phẩm đợt giảm giá.mình đánh giá tiki chuyển hàng nhanh chóng và đóng hộp cũng  cẩn thận bọc hàng kín nhưng hàng lại không đúng như trong hình mà là loại khác mà mình thì đang muốn dùng thử loại trên thấy it nơi bán.không biết có phải hết hàng nên lấy loại khác gửi không.tiki nên xem xét lại tình trạng này.,,,,2.0,,0.0,mình mới đặt mua sản_phẩm đợt giảm_giá mình đánh_giá tiki chuyển hàng nhanh_chóng và đóng_hộp cũng cẩn_thận bọc hàng kín nhưng hàng lại không đúng như trong hình mà là loại khác mà mình thì đang muốn dùng thử loại trên thấy it nơi bán không biết có phải hết hàng nên lấy loại khác gửi không tiki nên xem_xét lại tình_trạng này
8846,đã mua rất nhiều lần sp dùng rất ok giao hàng nhanh chinbs,2.0,,2.0,,,,đã mua rất nhiều lần sp dùng rất ok giao hàng nhanh chinbs
2887,"Giao hàng nhanh, cẩn thận, hạn dùng dài. Chất lượng thì chưa dùng nên chưa biết.",,,2.0,,,2.0,giao hàng nhanh cẩn_thận hạn_dùng dài chất_lượng thì chưa dùng nên chưa biết
4539,đóng gói cẩn thận giấy bóng bọc ngoài coa in cả tên hãng nữa còn srm thì mình dùng nhiều r rất okela,2.0,,,2.0,,,đóng_gói cẩn_thận giấy_bóng bọc ngoài coa in cả tên hãng nữa còn srm thì mình dùng nhiều r rất okela
10777,đóng gói tốt có chống sốc shop gói hàng kĩ lắm có băng lại phần nắp để ko bị văng ra nữa,,,,2.0,,,đóng_gói tốt có chống sốc shop gói hàng kĩ lắm có băng lại phần nắp để ko bị văng ra nữa
6671,"Chai hơi cũ, hạn dùng còn ít, còn về chất lượng đã sử dụng nhiều ok",1.0,,,,,0.0,chai hơi cũ hạn_dùng còn ít còn về chất_lượng đã sử_dụng nhiều ok
6453,dùng mấy lọ rồi rất tốt cho da nào k make up hoặc da nhạy cảm,2.0,,,,,,dùng mấy lọ rồi rất tốt cho da nào k make up hoặc da nhạy_cảm
1366,"Sản phẩm có mùi thơm dịu nhẹ, không quá gắt của Trà tràm. Sản phẩm dùng rất ok!",2.0,2.0,,,,,sản_phẩm có mùi thơm dịu nhẹ không quá gắt của trà tràm sản_phẩm dùng rất ok
2639,"Sạch cơ bản, nhẹ nhàng",1.0,,,,,,sạch cơ_bản nhẹ_nhàng
14308,chất luong ok tốt good nên mua da ok sạch sẽ da ok chất ok nên mua,2.0,,,,,,chất luong ok tốt good nên mua da ok sạch_sẽ da ok chất ok nên mua
5602,"Rửa mặt xong sờ da mặt căng,mịn.nhưng rửa hai lần sáng và tối thì da hơi khô.nên chỉ rửa tối",1.0,,,,,,rửa mặt xong sờ da mặt căng mịn nhưng rửa hai lần sáng và tối thì da hơi khô nên chỉ rửa tối
14197,chất lượng sản phẩm tuyệt vời đóng gói chắc chắn shop và shipper dễ thương sẽ ủng hộ lần sau rửa mặt,2.0,,,2.0,,,chất_lượng sản_phẩm tuyệt_vời đóng_gói chắc_chắn shop và shipper dễ_thương sẽ ủng_hộ lần sau rửa mặt
5730,chai thứ mấy rồi mình không nhớ nhưng phù hợp vs da nhạy cảm của mình dùng không bị khô da đâu ạ nên mua nhé cho shop 5 sao,2.0,,,,,,chai thứ mấy rồi mình không nhớ nhưng phù_hợp vs da nhạy_cảm của mình dùng không bị khô da đâu ạ nên mua nhé cho shop 5 sao
7204,dùng cực thích luôn giao hàng nhanh cực mùi thơm nhẹ sẽ ủng hộ shop,2.0,2.0,2.0,,,,dùng cực thích luôn giao hàng nhanh cực mùi thơm nhẹ sẽ ủng_hộ shop
5296,đã mua nhiều lân mọi thứ vẫn ổn chất lượng k đổi,2.0,,,,,,đã mua nhiều lân mọi thứ vẫn ổn chất_lượng k đổi
11031,Mình tưởng là chai này sẽ tạo bọt nhưng mà nó chỉ có tính chất như tẩy tế bào chết thôi không hẳn là sửa rửa mặt,0.0,,,,,,mình tưởng là chai này sẽ tạo bọt nhưng_mà nó chỉ có tính_chất như tẩy tế_bào chết thôi không hẳn là sửa rửa mặt
2938,"Dịu nhẹ, phù hợp với da nhạy cảm, sau khi rửa cảm giác rất dễ chịu",2.0,,,,,,dịu nhẹ phù_hợp với da nhạy_cảm sau khi rửa cảm_giác rất dễ_chịu
10319,tạo đc nh bọt mà e chưa thấy có làm giảm mụn hay bớt thâm đc kh nữa ?,1.0,,,,,,tạo đc nh bọt mà e chưa thấy có làm giảm mụn hay bớt thâm đc kh nữa
13088,đã xài em ý rất nhiều rồi tuyệt nha rất khuyến khích mn mua dùng nè,2.0,,,,,,đã xài em ý rất nhiều rồi tuyệt nha rất khuyến_khích mn mua dùng nè
5979,đã nhận được hàng hàng y hình dùng thích lắm ạ,2.0,,,,,2.0,đã nhận được hàng hàng y hình dùng thích lắm ạ
4534,shop giao hàng nhanh đóng gói cẩn thận có tem mác đầy đủ nên mình khá yên tâm,,,2.0,2.0,,2.0,shop giao hàng nhanh đóng_gói cẩn_thận có tem mác đầy_đủ nên mình khá yên_tâm
10200,đã mua hàng chuẩn thì ko bàn nha mn quá là oke với một loại chất lượng 10 đỉm,2.0,,,,,,đã mua hàng chuẩn thì ko bàn nha mn quá là oke với một loại chất_lượng 10 đỉm
7669,dùng ổn và được biết thì nói thật chứ mình không,1.0,,,,,,dùng ổn và được biết thì nói thật chứ mình không
7607,"Dùng ổn, bọt dày mịn, rửa xong da ẩm.",2.0,,,,,,dùng ổn bọt dày mịn rửa xong da ẩm
12101,mình nghe mùi bánh mì sữa chứ ko phải mùi sữa:)))  nhưng dù sao là hàng VN nên cũng yên tâm về chất lượng,,1.0,,,,,mình nghe mùi bánh_mì sữa chứ ko phải mùi sữa nhưng dù_sao là hàng vn nên cũng yên_tâm về chất_lượng
9933,dòng này xài thì khỏi nói r mua đến chai thứ 4 rùi xài ok giao nhanh,2.0,,2.0,,,,dòng này xài thì khỏi nói r mua đến chai thứ 4 rùi xài ok giao nhanh
11304,đóng gói đẹp chắc chắn mình dùng sắp hết chai thứ 3 rồi tìm bao nhiêu shop mà có mỗi shop còn hàng may quá trời shopee mall nên hy vọng là hàng auth ạ,2.0,,,2.0,,2.0,đóng_gói đẹp chắc_chắn mình dùng sắp hết chai thứ 3 rồi tìm bao_nhiêu shop mà có mỗi shop còn hàng may quá_trời shopee mall nên hy_vọng là hàng auth ạ
14689,chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất chắc chắn và rất đẹp rất đáng tiền giao hàng nhanh,2.0,,2.0,2.0,,,chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm rất chắc_chắn và rất đẹp rất đáng tiền giao hàng nhanh
6681,đã nhận được hàng hình ảnh chỉ mang tính chất minh họa shop hỗ trợ nhiệt tình chất lượng sản phẩm tương đương với giá tiền,1.0,,,,1.0,2.0,đã nhận được hàng hình_ảnh chỉ mang tính_chất minh_hoạ shop hỗ_trợ nhiệt_tình chất_lượng sản_phẩm tương_đương với giá tiền
5428,dùng khá là ổn rửa sạch mà không bị khô da như những sản phẩm khác mùi dễ chịu,2.0,2.0,,,,,dùng khá là ổn rửa sạch mà không bị khô da như những sản_phẩm khác mùi dễ_chịu
5266,đúng sản phẩm giao hàng nhanh sẽ còn ủng hộ shop trong thời gian tới,,,2.0,,,,đúng sản_phẩm giao hàng nhanh sẽ còn ủng_hộ shop trong thời_gian tới
10626,đã sd đến tuyp thứ 3 rồi nên k còn nói gì hơn quá là xịn,2.0,,,,,,đã sd đến tuyp thứ 3 rồi nên k còn nói gì hơn quá là xịn
14819,"SRM rất phù hợp với da dầu như mình, mình dùng chai này là chai thứ 2, ban đầu đặt hàng trên tiki còn ngại về thời hạn của sản phẩm, vì cứ nghĩ là hàng hết hạn mới giảm giá, nhưng không!! Tiki luôn nhập hàng mới hoàn toàn, và mình vây giờ cũng rất tin tưởng về thời hạn sản phẩm khi mua trên Tiki.",2.0,,,,,2.0,srm rất phù_hợp với da_dầu như mình mình dùng chai này là chai thứ 2 ban_đầu đặt_hàng trên tiki còn ngại về thời_hạn của sản_phẩm vì cứ nghĩ là hàng hết hạn mới giảm_giá nhưng không tiki luôn nhập hàng mới hoàn_toàn và mình vây giờ cũng rất tin_tưởng về thời_hạn sản_phẩm khi mua trên tiki
1784,đóng gói cẩn thận giao hàng nhanh mua trúng đợt sale nên được nhận nước tẩy trang nữa lần đầu mua nên chưa biết chất lượng như nào nhưng đọc thành phần thấy ok,,,2.0,2.0,,,đóng_gói cẩn_thận giao hàng nhanh mua trúng đợt sale nên được nhận nước tẩy_trang nữa lần đầu mua nên chưa biết chất_lượng như nào nhưng đọc thành_phần thấy ok
7116,đóng hàng chắc chấn thích mua thấy ngợi hơn sẽ ủng hộ shop lâu dài,2.0,,,2.0,,,đóng hàng chắc chấn thích mua thấy ngợi hơn sẽ ủng_hộ shop lâu_dài
494,đã sd ở hãng này nhiều và rất ưng ý với sản phẩm giao hàng nhanh,2.0,,2.0,,,,đã sd ở hãng này nhiều và rất ưng_ý với sản_phẩm giao hàng nhanh
9148,"đã sử dụng nha
nhưng dùng cho body chuws k dungd matw
dungd body ok aj",1.0,,,,,,đã sử_dụng nha nhưng dùng cho body chuws k dungd matw dungd body ok aj
9038,gel rửa mặt la roche posay là chân ái của mình rồi hết là lại đặt mua sạch da mền da không bị nhờn rít không bị khô da đỡ bị dầu ít bị mụn,2.0,,,,,,gel rửa mặt la roche posay là chân ái của mình rồi hết là lại đặt mua sạch da mền da không bị nhờn rít không bị khô da đỡ bị dầu ít bị mụn
2038,"đã mua lần 2 mua theo link võ hà linh nên yên tâm về chất lượng shop bọc hàng rất cẩn thận
eudborkbdjjdwndjzjz qihxxnodjnekhfn",2.0,,,2.0,,,đã mua lần 2 mua theo link võ hà linh nên yên_tâm về chất_lượng shop bọc hàng rất cẩn_thận eudborkbdjjdwndjzjz qihxxnodjnekhfn
4041,chai siu to khổng lồ luôn ạ hy vọng dùng sẽ hợp,,,,,,2.0,chai siu to khổng_lồ luôn ạ hy_vọng dùng sẽ hợp
2897,đóng gói cẩn thận có chống sốc hạn sử dụng lâu đến 2025 dùng ko biết có hết 2 tuýt không nhẵ,,,,2.0,,2.0,đóng_gói cẩn_thận có chống sốc hạn sử_dụng lâu đến 2025 dùng ko biết có hết 2 tuýt không nhẵ
8558,"Hàng chất lượng, da nhạy cảm xài rất ưng luôn, mụn đỏ thấy giảm sưng hẳn",2.0,,,,,,hàng chất_lượng da nhạy_cảm xài rất ưng luôn mụn đỏ thấy giảm sưng hẳn
9883,"Mua nhiều lần rồi, rất yên tâm về chất lượng. Mua trên tiki trading nên rất yên tâm, đóng gói sp kĩ càng, sẽ ủng hộ lần sau",2.0,,,2.0,,,mua nhiều lần rồi rất yên_tâm về chất_lượng mua trên tiki trading nên rất yên_tâm đóng_gói sp kĩ_càng sẽ ủng_hộ lần sau
9924,dùng khá tốt da mịn sờ lên rất thích nhé mui tra xanh cũng rât dễ chịu,1.0,2.0,,,,,dùng khá tốt da mịn sờ lên rất thích nhé mui tra xanh cũng rât dễ_chịu
10031,đóng gói cẩn thận giao hàng nhanh rửa xong thấy khá mịn và ẩm,2.0,,2.0,2.0,,,đóng_gói cẩn_thận giao hàng nhanh rửa xong thấy khá mịn và ẩm
2653,đóng gói rất chắc chắn chất lượng sản phẩm tốt ncl rất ok,2.0,,,2.0,,,đóng_gói rất chắc_chắn chất_lượng sản_phẩm tốt ncl rất ok
10398,chất lượng sản phẩm rất tốt sử dụng không bị khô da đóng gói cẩn thận,2.0,,,2.0,,,chất_lượng sản_phẩm rất tốt sử_dụng không bị khô da đóng_gói cẩn_thận
8514,đặt hàng chính hãng nên cũng yên tâm giao hàng khá nhanh,,,2.0,,,2.0,đặt_hàng chính hãng nên cũng yên_tâm giao hàng khá nhanh
2031,canh đợt khuyến mãi mua được giảm giá quá trời lun do dịch nên đợi hơi lâu nhưng mà giao hàng lại thì giao rất mau lun cho shop 5 sao,,,0.0,,,,canh đợt khuyến_mãi mua được giảm_giá quá_trời lun do dịch nên đợi hơi lâu nhưng_mà giao hàng lại thì giao rất mau lun cho shop 5 sao
