content,rating
"Giá cả phải chăng. Thương hiệu nổi tiếng. Mình đã từng dùng Sữa rửa mặt tẩy tế bào chết hương mơ. Sản phẩm trà xanh này có hạt nhỏ hơn, tuy nhiên mùi khá công nghiệp. Rửa xong cảm giác da mặt mềm mịn. Là sp tẩy tế bào chết nên chỉ nên sử dụng cách ngày thôi. ",4
"Khi Tiki giao hàng, mình hơi bất ngờ vì sản phẩm này khá to, mình nghĩ có thể dùng cả năm vì mình chỉ rửa 1 lần/ngày. Mình thích mùi thơm của sữa rửa mặt, thích những hạt cá li ti, khi thoa lên mặt và mát xa có cảm giác như da đang được làm sạch hoàn toàn, sau khi rửa xong da mềm, không bị căng. Còn tác dụng thì mình chưa thấy rõ vì mới chỉ sử dụng được một tuần.",4
"Mình mua đợt khuyến mãi giá rẻ so với các shop bên ngoài bán. Sản phẩm đảm bảo chất lượng và HSD. Mình dùng 1 tuần khoảng 3 - 5 lần song song với sữa rửa mặt khác, da mặt cảm giác sạch và bớt mụn đầu đen hơn nhiều. Rất thích nhãn hiệu ST.IVES :)",4
Dùng sản phẩm này tẩy tế bào chết khá tốt và hợp với mọi loại da!,4
"Mình mới sử dụng sửa rửa mặt sạch mụn đầu đen này hôm qua, mùi cũng dễ chịu chứ không như mấy bạn khác nhận xét. Da mặt cũng sạch hơn, hy vọng sử dụng lâu có kết quả tốt ^_^. Mua trên tiki giá tốt hơn mua trên mấy shop xách tay nữa, hy vọng sẽ có thêm nhiều sản phẩm giá tốt vầy đến tay khách hàng tụi mình :) thanks tiki nhiều!",4
"Lần đầu tiên sử dụng st ives và cũng là lần đầu tiên mình mua hàng của tiki. Thấy hài lòng về dịch vụ của tiki, đặt mua hàng dễ dàng, thanh toán tiện lợi. Giao hàng sớm, đúng hẹn, đóng gói cẩn thận. Giá cả  ổn, chất lượng chuẩn.
Về sp mình mới dùng nên chưa cảm nhận được hết, nhưng thấy ưng mùi trà xanh thơm dịu, rửa và massage mặt xong thấy da rất mềm, mịn. Đang có ý định ôm thêm mấy e nữa về dùng dần nhân dịp sale :))
",4
"Mình vốn đã có ấn tượng tốt với sản phẩm làm từ trà xanh, cộng thêm ST.IVES là nhãn hiệu mà mình tin tưởng nên mua về dùng thử. Kết quả hơn cả mong đợi. Thích nhất cái khoản da mềm, mướt sau khi sử dụng, không hề có cảm giác rít hay khô (điều thường dễ thấy với các mặt hàng dành cho da mụn). Ngoài ra, nó cũng làm dịu các vết thâm đỏ (một chút thôi).

Điểm trừ duy nhất có lẽ là mùi hơi nồng (với những ai không thích hương này) nhưng mình nghĩ với làn da sạch và mượt sau khi dùng thì cái mùi cũng không là vấn đề lắm. ",4
"Mình chờ tiki nhập sửa rửa mặt trà xanh này lâu rồi nên khi thấy có hàng là mình đã mua ngay... Giá còn rẻ hơn thị trường nhiều có nơi bán 110k 120k có nơi còn bán đến 170k cơ... Về công dụng thì mình thấy là sạch da (có hạt khi mát xa rất thích), da sáng hơn, mềm hơn... Về mụn đầu đen thì mình không có nên không biết được... Nói chung là rất thích... Và mình chỉ dùng 2 lần/tuần thôi..",4
"Đợi mãi cuối cùng Tiki cũng nhập về sản phẩm này, vì nếu mua hàng xách tay của các shop thì giá cũng phải từ 180-200k, mà nghe các chị loveatfirstsight bảo là hàng xách tay với hàng trong nước cũng chẳng khác là bao. Sữa rửa mặt tẩy tế bào chết hương Trà xanh của ST.IVES có mùi hương rất thơm, ngay từ khi mở hộp Tiki ra đã ngửi thấy mùi rồi, nhưng có vẻ hơi nồng. Các hạt tẩy tế bào chết nhỏ mịn hơn loại hương mơ, phù hợp với da mặt hơn, tẩy sạch nhẹ nhàng mà vẫn mềm mịn",4
"Mình xài đủ loại của St Ives rồi rất ưng dòng này, loại này tẩy da chết tương đối tốt,da sạch mịn. Tuy nhiên dòng này mùi khá ngấy từ dưỡng da đến dưỡng thể,mặc dù trà xanh nhưng không nghe mùi trà mà cứ như mùi kem hấp tóc ý, mà không sao miễn da mịn xài tốt là ok.",3
"Mình có xài sản phẩm trà xanh giảm mụn dạng gel của hãng này rồi, thấy tốt nên mua thử luôn loại này. Nói chung là sản phẩm của Mỹ nên cũng rất yên tâm. Không có paraben nữa nên an toàn. Sau khi xài 2 tuần thì thấy cũng tốt, mụn giảm hơn trước.",4
Đầu tiên thấy sản phẩm này chỉ làm mịn da chứ không có bớt mụn đầu đen như giới thiệu làm mình hơi thất vọng nhưng mà sản phẩm có thể dùng cho body nên cũng có thể cho là ổn mình nghĩ tiki lần sau nên ghi số lần sử dụng trong tuần chứ đừng ghi sơ sài quá,4
"mình dùng sp này đã lâu. nhìn chung là chả thấy nó có tác dụng sạch mụn đầu đen gì cả, chỉ như một loại tẩy tbc thông thường thôi. Mùi khá nồng, hạt scrub tương đối to khi dùng cho mặt.",3
"Mình bị mụn đầu đen mọc quanh mũi. Cứ hàng tuần lại lên rất khó chịu, dùng em này chỉ để rửa mặt và ngừa các loại mụn khác thôi chứ mụn đầu đen phải dùng cây nặn mụn cấy lên chứ không ăn thua.",3
"Chai sữa rữa mặt có dung tích lớn, có thể xài thoải mái không sợ mau hết. Những hạt nhỏ li ti massage da mặt mà lại không gây chút tổn thương nào. Sau khi rửa mặt cảm giác rất sảng khoái, sạch sẽ, dễ chịu, không còn chút nhờn nào. Rất thích sản phẩm này",4
"Mua lâu rồi nhưng giờ mình mới mang ra dùng thử. Mùi nhẹ thơm , có hạt li ti cảm giác như đang tẩy tế bào chết . Mình thì ít khi có mụn đầu đen nên không biết hiệu quả này có được không nhưng đây cũng là một sản phẩm mà các bạn nên mua.",4
"Đã có lần mình được cho loại sữa rửa mặt tẩy tế bào chết của hãng này, dùng thích lắm nên mình rất ưng sản phẩm mới mua này. Da mặt mình là da hỗn hợp, hay bị mụn đầu đen, nhiều lúc chán lắm. Sản phẩm lại có tinh chất trà xanh nên tốt cho da mụn. ",4
"Sản phẩm tẩy da chết này mình thấy tác dụng không nổi bật, hạt lại quá to, chà mạnh là sẽ tróc da, mùi thì lại quá nồng như kiểu hóa chất ấy mà lại không cảm thấy hương vị trà xanh nào đâu cả. Lần sau mình sẽ đổi sang sản phẩm tẩy da chết khác.",2
Hiệu quả đk mấy lần đầu sử dụng sau r k còn thấy nữa,4
"Mình mua cách đây mấy tháng rồi, lúc đó tiki giảm giá còn 89k, rẻ hơn rất nhiều so với thị trường, sản phẩm dùng khá tốt, dùng xong mềm, mịn, mùi thơm, k gây kích ứng da, nhưng về tác dụng trị mụn đầu đên thì mình k thấy có r tác dụng",4
Sản phẩm tốt nhưng bạn sử dụng còn ít còn phải dùng liền,4
dùng xong nổi mụn ngứa mặt tùm lum :),1
Không thấy đỡ mụn đầu đen :) :) :) :) :) :) :) :),3
"giao hàng nhìn bề ngoài thấy như bị để lâu hay sao ak , thấy cũ kĩ quá",3
"Sản phẩm có các hạt li ti làm sạch dịu nhẹ da mặt, mặt mình không bị căng rít sau khi rửa mặt như các sản phẩm khác mà rất mềm mại. Mùi hương trà xanh dễ chịu tạo cảm giác thư thái. Một sản phẩm rất đáng đồng tiền và phù hợp với hssv :3",4
"Sữa rửa mặt ST.Ives này có những hạt nhỏ li ti, rửa mặt rất thích. Về hiệu quả trị mụn đầu đen thì mình chưa thấy rõ, nhưng hiệu quả làm sạch mặt thì mình ưng ý lắm.",4
"Sạch da 
Da mịn màng 
Hàng giao nhanh",4
"Mùi dễ chịu, 1 tuần rửa cái này 2 hoặc 3 lần sẽ thấy mụn đầu đen giảm đáng kể, tuy nhiên hơi rát mặt một chút chắc do da mình nhạy cảm.",3
"Mình đã dùng khá nhiều sản phẩm của ST.ives. Nói chung sản phẩm khá tốt nếu so với giá chung của các dòng sửa rửa mặt trên thị trường. Da mình sau khi dùng thì bớt hẳn mụn cám và đầu đen, mụn phát triển chậm hơn. Da khá sạch và mềm mại",4
"Mùi quá nồng, nhận hàng chưa mở nắp mà nồng khắp phòng, đánh lên mặt xong mặt nóng hừng hực, rát. rửa lần 2 cũng bị nên quyết định ngừng",1
"giao hàng chậm hơn dự kiến
vẫn là mùi trà xanh của st vies, nhiều hạt li ti rất mịn",4
"giá rẻ, mua đúng lúc sale, mới dùng nên chưa biết cảm nhận rõ nhưng thấy rửa song thấy mặt mịn màng. cần thêm thời gian đề cảm nhận hơn.",3
Sau khi dùng một thời gian da đã đỡ hẳn mụn đầu đen cũng như mụn li ti. Rửa không bị khô hay quá dầu mà khá ổn định. Nhưng chỉ nên dùng 2-3 lần một tuần thôi nhé. Với lại không nên chà xát quá mạnh sẽ gây tổn thương da.,3
dùng có chắc chắn hết hog ạ nếu hết thì có hiệu quả bao lâu,4
"Xài ổn, có vẻ diệu nhẹ, ít bọt tuy nhiên dùng nhanh hết",4
"Sản phẩm có mùi thơm khá dễ chịu, tuy nhiên mụn đầu đen k sạch nhưng mụn trứng cá thì tự khô lại và tróc ra",4
"do là dòng thiên nhiên nên ko tạo bọt, ko nên rửa hằng ngày vì dạng tẩy tế bào chết, ko hết được mụn đầu đen.",3
Mình mua sp này được 1 năm đã dùng hết và muốn mua tiếp. Da mềm và được tẩy da chết nhẹ sau khi dùng. Mua vào đợt tiki khuyến mại nên quá rẻ :)) Thích sp này,4
"Không bọt nhiều, rửa lên mặt cứ đặc đặc, tẩy nhẹ cho da. không làm sạch sâu tốt cho da, nên vẫn không thấy sạch lắm.",3
"Da mình nhờn dùng khá phù hợp, sau khi rửa mặt thấy mịn, thóang sạch, tác dụng trị mụn đầu đen chưa rõ rệt.",4
"Da mình nhờn lúc rửa thì sạch, mà chắc do da mình mỏng nên hơi lột da.
Giờ xài cách tuần thì được.",3
"Sản phẩm này mình dùng khá ưng, lại tranh thủ đợt sale. Cảm thấy ưng !",4
"Xài ổn, lâu lâu nên xài 1 lần thôi, hạt scrub hơi nhiều",4
"Rất sạch da nhưng nên rửa nhẹ nhàng, da nhạy cảm nên cẩn thận vì có tẩy tế bài chết",4
dùng khá tốt da mịn sờ lên rất thích nhé mui tra xanh cũng rât dễ chịu,4
"ít bọt, tốt, nhưng mình k thích các hạt sạn trong sp cho lắm",3
srm tốt. nhẹ nhàg làm sạch da. chị điều dưỡng khuyên mình dùg các hãg dược mỹ phẩm mới tốt cho da. da mình da dầu mụn. nói chung em này tốt tạo nhiều bọt . dùg hơn 1 năm mới hết. ???,5
sản phâm ko gây khô da. dùng ok,5
Hàng chất lượng tốt .giao hàng nhanh,5
gói hàng sơ sài. đồ mĩ phẩm mà không có gói bọc chống sốc gì cả.,4
"Giao hàng nhanh. Đóng gói ổn. Đây là dạng kem có kết cấu hơi đặc, mùi dễ chịu. Có thể xem đây là dòng căn bản có chứa tinh chất trà xanh. Mình cũng đã dùng qua dòng sp trà xanh của Innisfree thì nó cao cấp hơn dòng này. Đánh giá chung là rửa mặt sạch, không gây kích ứng, nhờn rích. Da mình bình thường đã có nhiều nhờn và mồ hôi nhưng dùng thấy rất thích, sạch và sảng khoái. Dùng kèm thêm toner sẽ ổn hơn nếu ngồi máy lạnh. Sản phẩm tốt, chưa có gì phàn nàn.",5
Mua nhưng chưa xài nhưng 2 loại sp khác của 3W Clinic đã xài qua và rất ưng ý,5
"Lần đầu mình dùng loại srm này, thấy có vẻ tốt, mùi thơm, da bớt dầu sau khi rửa mặt và kiềm dầu tốt, không gây kích ứng da, hộp đẹp cực kỳ, mình thích. Tuýp mình mua thì không phải dạng loãng như nhiều bạn nói, nó có vẻ đặc như kem đánh răng vậy đó. Nhưng có điều là có vẻ như mình mua trúng mùa lạnh nên khi rửa mặt với lượng nhiều hơn tí thì da mặt có vẻ rất khô và bóc da nữa, nên mình đã dùng với lượng ít lại hơn một tí nên da mặt duy trì được độ ẩm vào mùa lạnh hơn. Nếu mấy bạn da dầu thì nên dùng thêm giấy thấm dầu trong ngày, không nên rửa mặt nhiều với srm vì sẽ gây khô da, với lại mấy bạn da dầu thì da sẽ tốt hơn da thiên khô hơn vì da dầu quá trình lão hoá lâu hơn là da khô.",5
dùng sạch da lắm. nhưng không dưỡng ẩm da. mình dùng sữa rửa mựt này mùa đông nẻ chóc hết mặt. nhưng mùi thơm. đóng gói cẩn thận. ok lắm.,5
"với giá 55k/2 tuýp
thì k thể đòi hỏi được như quảng cáo
được cái rửa mặt sạch,không gây khô da,không bị dị ứng,hài lòng",5
"đóng gói chắc chắn, giao hàng nhanh! cảm ơn tiki rất nhiều",5
"Vì cứ nghĩ hàng giảm giá thì chắc cũng chất lượng như sửa rửa mặt bình thường thôi, nhưng khi đã dùng thì dùng rất thích. Có tác dụng làm sạch và mát rất tốt. Và mình rất thích hương thơm thoảng của sữa rửa mặt, có cảm giác khá dễ chịu.",5
"Đang dùng tuýp thứ 3 rồi. Bạn này tạo bọt khá ổn, mịn, mùi trà rất dễ chịu. Dùng xong da vẫn ẩm mướt, không bị căng hay bị khô. Bạn này có chiết xuất trà xanh nên sẽ kiềm dầu kha khá, các bạn da khô nên cân nhắc.",5
Sản phẩm dùng rất ok nha. Da mình da dầu nên hồi đầu hơi hoang mang nhưng dùng em này thì khỏi chê rồi ^^,5
"Lần đầu tiên mình mua qua Tiki, rất quan ngại vấn đề Hạn sử dụng, nhưng thấy Tiki có câu ""cam kết các sản phẩm còn tối thiểu 1 nửa thời gian"" hay đại loại là ý đó, thế là vẫn mua, và rất vui khi sản phẩm có HSD đến 2020. Like",5
"thơm nhẹ mùi trà xanh, sửa mặt sạch, kh gây khô da",5
Sản phẩm thiên nhiên tươi mát luôn hiệu quả...,5
"Sản phẩm đúng mẫu 
Dùng rất thích",5
"Sản phẩm dùng rất thích, rửa da mặt sạch, dễ chịu, có mùi trà xanh thoang thoảng rất thơm.
Có lẽ mình sẽ dùng sản phẩm này lâu dài.",5
ok . giao hàng nhanh,5
"Giá rẻ, Xài tốt, sạch mặt, không khô da.",5
shiper cho em một sự bất ngờ. Đặt hàng hôm qua hôm nay đã có.,5
"Rửa sạch, thơm mùi trà dễ chịu",5
"giao hành rất nhanh. sản phẩm ok
bao bì gói cẩn thận",5
giao hang nhanh san pham rat tot goi hang rat can than cam on shop,5
"Mình đã nhận được sản phẩm và cũng dùng được 1 thời gian. Tiki gói hàng rất cẩn thận. Sản phẩm dùng rất thích, mùi thơm dịu nhẹ, sạch ra. Sẽ ủng hộ Tiki và sản phầm này dài dài",5
"Sản phẩm của 3W clinic lúc nào cũng khiến mình hài lòng. Mình rất hay dùng sữa rửa mặt trà xanh, mùi nghe rất thích và khi sử dụng cũng không bị rát da mặt",5
bọt kem mềm và có mùi thơm dễ chịu. mình check code  chuẩn Korea .hiii tiki giao hàng nhanh và đóng gói cẩn thận.,5
giao hàng nhanh.sai cực kỳ hài long,5
"giao nhanh hơn dự định, sp tốt",5
"SRM dùng rất thích. Da mặt sạch bong, mụn cám là đi hết luôn á. Sẽ mua xài thường xuyên luôn.",5
"Hàng đóng gói đẹp, chưa dùng nhưng mình thấy ưng lắm",5
sản phẩm sử dụng rất tốt. rửa mặt mát không bị rít,5
"Tra xanh lam cho da mat min mang,lam cho Lang da tuoi sang.tre dep",5
Rất hợp với những ai da mặt nhờn. Cảm giác rất sạch.,5
"Nghe mọi người nhận xét tốt về sản phẩm này nên cũng mua dùng thử vì thấy có trà xanh nên tốt cho da mặt nhờn như mình. Nhưng khi về đọc kỹ thành phần trong đó thì có quá nhiều thành phần hóa học mà nếu xài lâu sẽ không tốt cho da như: paraben, DEA, EDTA... nên mình hạn chế xài. Cố gắng hướng tới sử dụng sản phẩm chứa càng nhiều thành phần tự nhiên càng tốt. Sẽ không mua lại lần nữa.",3
"Sữa rửa mặt tuy không thơm mùi trà xanh nhưng cũng ổn. Rửa xong mặt rất mịn, căng bóng nhưng không làm khô da (da mình là da dầu). Điểm trừ duy nhất là không kiềm dầu tốt=)))) Rửa mặt xong thì khoảng 3-4 tiếng sau là mặt lại đổ dầu, vì vậy mà một ngày mình rửa tận 3 lần=))))))))) Mình đã sử dụng được 1 tuần và thấy da có vẻ sáng lên.",4
"Sản phẩm dùng khá là ổn với mùi hương dễ chịu của trà xanh, rửa xong có độ mướt sạch mềm mà ko bị khô da nên cảm giác rất là dễ chịu. Tuy nhiên, srm bên trong lại rất loãng,  mở nắp thôi srm đã chảy ra ngoài rồi, mấy lần đầu chưa quen ko để ý bóp thì nó sẽ chảy ra ngoài quá trời, dần thì hạn chế khi mở nắp ko dốc xuống cũng đỡ.",4
"Đóng gói cẩn thần. Giao hàng oi. Không thơm mát như hình thức, cảm thấy da bị khô hơn.",3
"Da mặt mình là da nhờn nên rửa mặt không có vấn đề gì, khá là sạch. Sữa rửa mặt có mùi thơm rất tự nhiên không cảm thấy có hóa chất như những sữa rửa mặt khác. Lần này tiki giao hàng hơi chậm một chút nên mình co 4 sao.",4
"shipper cực cute , giao hàng đầy đủ đóng gói cẩn thận , chưa biết chất lượng thế nào",4
"Quá tuyệt, làm sạch da khỏi bụi bẩn và mụn, giúp da tươi mát, mịn màng giá cả phải chăng",4
1 combo 2 chai. Nhưng bắt buộc phải mua 2 sản phẩm. Giao về thành 4 chai. Dùng làm sao cho hết đây,3
Sản phẩm chat lượng gia rẻ rat hai lòng,4
nhan viên giao hàng vui vẻ nhanh gọn lẹ rất hài long,1
sữa rửa mặt green tea làm sạch tốt chứ ko ngừa mụn hay thâm. mình có sài sữa rữa mặt này kèm với toner green tea và kèm dưỡng lampo nữa cảm thấy rất OK luông,3
"mình xài thấy OK nhưng k thích kiểu mở nắp rất bất tiện, nếu mà có đục lỗ chỗ nắp chỉ việc bóp ra như srm bt là quá đc",4
"sản phẩm phù hợp với làn da thiên dầu, chiết xuất trà xanh lành tính, cảm giác mát sạch sau khi sử dụng",4
"Mình dùng được một thời gian rồi thấy sản phẩm mùi nhẹ ,thích hợp cho những bạn da nhờn như mình lắm,làm sạch da rất tốt nữa",4
"Dùng khá ổn so với da dầu, nhờn, mùi thơm, dùng mùa hè thì đỡ chứ dùng mùa đông sẽ thấy da khô, nẻ!!!",4
Sản phẩm rửa sạch nhưng đồng thời nó cũng khiến cho da mặt của mình bị khô quá mức,3
"Giá cả khá hợp lí, sau khi rửa cảm giác như da trắng lên, không rích gia, mùi dịu, có phần ngăn ngừa mụn, làm sạch da.",4
Sản phẩm kem khui ra lỏng le lỏng lét như bị vô nước,1
"Sản phẩm dùng rất thích, da căng mịn không nhờn rít",4
"Mùi trà xanh nhẹ, rửa sạch, Tiki giao hàng nhanh.",4
"Mìn xài hết rồi mới vào review nè. Xài bao đã, rửa không kin kít như hãng khác. Cảm giác dịu nhẹ, rất hợp với da mụn như mình. Mình có xài kết hợp tuýp kháng khuẩn của SVR luôn.",5
"sản phẩm thơm, rửa xong da mặt lán mịn và rất dễ chịu?",5
"Đóng gói kĩ, hàng xaid rất tốt. Hiện tại mình xài tới chai thứ 3 rồi",5
"Tiki giao hàng siêu nhanh, sản phẩm tốt và chính hãng",5
Rửa xong thấy da hơi châm chích,4
loại này hợp với mình... cực kỳ thích luôn,5
"I've received your packet!
Vendor of prestige and quality. Give me a sense of prestige and trust in the attitude and responsibility of the sales person. The goods delivered on time and the picture as described. Thank you !",5
"Sữa rửa mặt dịu nhẹ, ít bọt, da mềm nhưng hơi khô, mùi dễ chịu. nói chung là hài long với chat lượng sản phẩm.",5
"sản phẩm tốt, rất hài lòng, giá khuyến mãi như vậy là ok",5
"rửa mặt nhẹ nhàng nhưng rất sạch, mùi thơm dịu nhẹ, đáng để mua",5
"Thông tin ngày sản xuất ghi ở đâu vậy shop? mình coi trên đầu tuýp thì thấy in số "" 202006"" vậy là sản xuất năm 2006?",3
"Hài lòng với chất lượng sản phẩm của tiki, SRM xài khá thích, mịn da. Tiki đóng gói gọn & chuyên nghiệp",4
"Sản phẩm cho cảm giác dịu nhẹ, dùng hơi khô da, phù hợp với giá tiền",4
"dùng thấy OK, khá thích và giá cả phù hợp. thích hợp cho với kinh tế sinh viên",4
"Sản phẩm rửa mặt sạch, khá ok, hơi lỏng và ko bọt nhiều.",4
"Sản phẩm dùng được, chất tẩy hơi mạnh nên cũng không quen lắm.",4
Binh thuong nhu may loai khac thoi chu k co gi dac biet qua nhu quang cao,3
vs giá  thị  trường  thi OK han con Ít  quá  giao hang đợt  đó  nâu,3
"tiki giao hàng nhanh cực luôn ý 
san phẩm thì có bọt nhưng không bị khô, nhưng bạn nào mới tập tành sử dụng bha aha thì phải cân nhắc sản phẩm này nha, vì ban đầu mới sử dụng mình cx bị kích ứng, r sau này da mới bắt đầu quen được",5
"Sau khi rửa xong ko bị khô căng, da mặt sạch sẽ, mụn cũng giảm hẳn, rất thích hợp cho da dầu mụn, nhất là dành cho mấy bé teen, nên sẽ mua lại lần nữa cho mình và cháu mình cùng xài chung",5
trước đấy mình dùng srm của Laroche xong thì phải cấp ẩm ngay. nhưng Somebymi tuy cũng kiềm dầu nhưng ko nhiều nên mình khá thích :)) sdung đủ 30 ngày sẽ quay lại review tiếp.,5
"Mua hàng được giảm giá mạnh nhưng chất lương rất tốt, hàng Somebymi giảm mụn rất tốt, da không bị khô sau sử dụng mùi sửa rửa mặt rất thơm mát",5
"đã dùng nhiều, sản phẩm hipwj da dầu mụn",5
sản phẩm khá tốt. shop đóng gói bao bì rất cẩn thận chưa rách tem. rất là hài lòng cho 5 sao,5
"tiki giao hàng nhanh, cẩn thận",5
mua tiki trading chất lượng tốt,5
"Tem niêm phong hộp sp đã bị đứt ra trong khi mình chưa mở ra, sp bên trong còn nguyên vẹn, hsd đến 2022",4
giao hàng rất nhanh hôp đóng gói k bi móp .còn sd thì chưa biết .tiền síp hơi cao,4
Tiki giao hàng nhanh mới đặt hôm trước hôm sau đã có luôn rồi sản phẩm bọc đẹp chắc chắn hàng chek tem đúng là của hằng,4
"Sản phẩm có mùi dễ chịu, dùng xong kg bị khô da. Hài lòng. Tiki giao hàng đúng hạn và bao gói cẩn thận. Thanks",4
Sử dụng tay thì khá ít bọt... dùng máy rửa mặt thì bọt k đếm xuể,3
sau khi dùng được 1-2 tuần thì mụn ko giảm đi mà còn nổi lên thêm,3
"Mình mua của Tiki Trading, còn nguyên tem. SRM thơm, rửa sạch, dùng rất thích",4
"chuyển hàng khá nhanh, sản phẩm chưa xài nên chưa rõ.",4
"hôm qua đặt hôm sau đã có. tiki giao hàng rất nhanh.
đã sử dụng sản phẩm này nhiều nên rất ưng ý về chất lượng. k gây kích ứng da
điểm cộng là còn có chú thích tiếng việt cho người sử dụng nữa",5
"Sữa rửa mặt khi thoa lên da mặt cảm giác mát lạnh, không gây kích ứng da. Rửa xong thì da khô chút xíu nhưng nói chung là ổn. Mình rất thích sữa rửa mặt tạo nhiều bọt kiểu này",5
mua tiki nhiều rồi chưa bao giờ thất vọng vì giao hàng nhanh. hàng dùng rất ok.,5
"Mình thích sp của 3w clinic lắm,xài tốt giá thành cũng tốt nữa. Tiki giao hàng đóng gói cẩn thận",5
"mùi thơm, chưa sử dụng nên chưa dám nhận xét. Shipper thân thiện",5
Sản phẩm khá tốt. Ủng hộ shop 5* ạ. Time giao hàng nhanh.,5
Dùng quá thích luôn say dùng sương vs cảm giác thích thật,5
Ban đầu xài cảm giác rất là thích ạ,5
"dùng khá ổn, sạch và mịn da",5
Sp tốt dùng rất sạch da mặt,4
Sản phẩm dùng khá tốt không bị dị ứng.Mình dùng các loại khác thường dị ứng nhưng loại này thất đảm bảo lắm ạ.Với mức giá thế này là quá tuyệt rồi ạ.,5
"Sản phẩm dịu nhẹ, không khô da, đồng nghĩa với việc không nhiều chất tẩy rửa nên bạn phải tẩy trang kỹ.
 Mùi hương nhẹ nhàng giống mùi gel nha đam. Rất thích. Cảm ơn shop",5
rửa sạch sẽ hơn nhiều rồi mà còn bị hack rồi mà chưa biết ?,5
"Thời gian giao hàng nhanh, sản phẩm chất lượng, rất đáng tiền.",5
"sản phẩm tốt , rất đáng đồng tiền bát gạo",5
"mua sale với giá 1k, quá ư hài lòng",5
"chai nhỏ, chưa sử dụng chưa biết như nào",5
hàng rất đẹp và dùng ổn,5
Deal 1k nhìn ngộ ghê ?,5
"sản phẩm giá tốt, giao nhanh, đóng gói cẩn thận. thanks tiki",5
Nhỏ xinh đóng gói cẩn thật,5
sản phẩm đúng mô tả,5
"sản phẩm bình thường, made in đóng chai tại việt nam, còn trong ruột không biết nhập ở đâu về.",3
không ra sao,1
Hơi nhỏ nhưng mình mua flash sale 10đ nên có sao xài vậy :))),5
"Đóng gói cẩn thận, hạn sử dụng còn dài, chất lượng tốt.",5
sữa rửa mặt siêu tốt luôn ạ Trần Thị thuyết,5
sữa rữa mặt tốt lắm ạ nguyễn minh vũ,5
Deal 10đ đóng gói cẩn thận giao nhanh,5
"Sản phẩm tốt, date xa, đóng gói cẩn thận, mua lúc sale 19k",5
Sp chưa sử dụng nhưng mua được giá 10đ quá ok.,5
"Sp tốt, tiki giao hàng khá nhanh, cám ơn tiki nhiều",5
Hoàn toàn cảm thấy hài lòng về sản phẩm,5
Sản phẩm tốt đã giới thiệu bạn bè,5
"Mua về cho vợ dùng, vợ rất thích",5
"sp sử dụng tốt, đáng tiền",5
"Srm là hàng tặng không bán nên shop mới bán lại cho khách giá đó thì ko có ý kiến. Tuy nhiên tem dán thêm trên sản phẩm bẩn và rách, nhìn giống như được moi ra từ trong kệ hàng lâu lắm rồi. Chẳng thà đừng dán lên.",3
Mình chưa xài nên chưa biết. Vì hạn gần hết nên không dám xài. Tiki nên kiểm tra lại hạn sử dụng của các sản phẩm liên quan đến sức khoẻ nhé,3
Giao hàng móp méo tùm lum. K biết bên nào làm.,1
Chưa sử dụng nên chưa biết như nào cả,4
"Srm dùng hợp vs da mình ( da dầu ) sau khi rửa mặt xong da sạch, bớt dầu, cảm giác mụn đầu đen dần ít hơn trước, sẽ tiếp tục ủng hộ",5
"Điều đầu tiên là hương thơm cực kì, rửa xong da kh khô căng, tạo bọt ổn. Giao hàng nhanh, đóng gói chất lượng. Nên mua thử nhé mng.",5
Da mat minh mun nhieu.Minh dung nhieu loai srm ma ko sach mun.Bay gio minh dung srm naive tra xanh nay da mat minh khac han luon. Minh rat thich....,5
"sản phẩm dùng tốt lắm, giao hàng nhanh chóng, và đóng gói cẩn thận.",5
Hài lòng với sản phẩm đã mua. Sữa rửa mặt này mình đã xài 2 năm rồi,5
Sản phẩm sử dụng tốt vì hợp với da của bạn trai mình,5
"Giao hàng nhanh, đóng gói cẩn thận",5
"dùng rất ổn, sạch và ngừa mụn tốt, mùi hương nhẹ nhàng, mình rất tin dùng. Nhưng dùng nhiều da sẽ khô nên ko thích hợp cho các bạn da khô.",4
Chủ yếu toàn cồn nên sẽ sạch da mặt nhưng gây khô da,4
"da mình da dầu, rửa sạch mà k bị khô da",4
Mình mua 03 sp để chung 01 hộp nhưng k được hài lòng về đóng gói,4
giao hàng chậm so vs dự kiến hàng về sản phẩm bị bóp méo,3
"sữa rửa mặt rất thơm,độ kiềm dầu đối với da dầu cũng được",4
"Tuy check sp chưa được xác thực và chưa được cập nhật nhưng mua tiki trading nên cũng phần nào yên tâm 
Nhận hàng về là mình sài thử luôn và rất thích ?",5
Sau thời gian sử dụng thì mình thấy khá hiệu quả với mụn cám và mụn đầu đen ở mũi.,5
"rửa sạch cực kì. giá chưa mềm lắm, tks shop",5
"Sử dụng rất thích, bọt lên nhanh nên lúc đầu dùng ko quen lắm, sau khi sử dụng cảm thấy rất mát",5
Dùng rất sạch da giảm mụn đầu đen và dầu thừa. Rất hữu ích với mình,5
"Thấy dùng tốt, nên mua. Hàng chính hãng đã check. Khả năng làm sạch cao.",5
Mình sài mấy lọ rui khá okey nha,5
