,Unnamed: 0,Content,quality,smell,shipping,packing,price,others
8399,8399,"sản phẩm có mùi thơm dịu nhẹ, nhiều bọt, rửa xong thấy da khá sạc sẽ",Positive,Positive,,,,
8400,8400,đã mua một lần sài rất là ok sẽ ủng hộ dài dài,Positive,,,,,
8401,8401,đóng gói chuyên nghiệp sp khi nhận được còn nguyên date mới rất hài lòng tgian giao hàng trong mùa dịch tương đối nhanh cập nhật tình trạng vận chuyển hàng hóa kịp thời,,,Positive,Positive,,Positive
8402,8402,"đã nhận được hàng 
giao hàng nhanh đóng gói cẩn thận
hàng chính hãng",,,Positive,Positive,,Positive
8403,8403,có mùi hương nhẹ thích hợp da hỗn hợp thiên dầu mình dùng được vài tuần rồi và k cảm thấy kích ứng,Positive,Positive,,,,
8404,8404,chai to hơn so với tưởng tượng giao hàng nhanh dùng dần mới bt hiệu quả ra sao hình ảnh chỉ mang tc nhận xu,,,Positive,,,
8405,8405,đã nhận được hàng shop giao hàng rất nhanh đóng gói cẩn thận chưa sử dụng nên chưa biết chất lượng sản phẩm,,,Positive,Positive,,
8406,8406,"Da của mình thuộc dạng thường thiên khô và cực kì khó chịu. Xài chống nắng không được, kem dưỡng không được, sữa rửa mặt mạnh thì càng không.  Người ta càng dưỡng càng đẹp còn mình càng dưỡng càng xuống cấp. Nhưng em này xài thích lắm nhé, da mềm sạch không quá khô và căng da, ko bị khó chịu, không mùi. Cá nhân thích khoản không tạo bọt của em này luôn. Ai có làn da chảnh chảnh chút thì xài em này là đảm bảo mê.",Positive,,,,,
8407,8407,chất lượng sản phẩm tốt đóng gói sản phẩm chắc chắn xài rất ok nha,Positive,,,Positive,,
8408,8408,Sao đua sản phẩm hết hạn cho minh vui lòng đôi lai,,,,,,Negative
8409,8409,"Lúc đầu mình dùng thấy khá là ổn, nhưng sau cảm thấy không ok lắm.",Negative,,,,,
8410,8410,chất lượng sản phẩm ổn đóng gói sản phẩm tốt đơn vị ship hàng shopee ship lâu kinh khủng,Positive,,Negative,Positive,,
8411,8411,da mình là da hỗn hợp thiên dầu và dùng thấy ok,Neutral,,,,,
8412,8412,"Mùi dễ chịu,  mát",Positive,Positive,,,,
8413,8413,"bao bì chắc chắn
hương thơm nhẹ",,Positive,,,,Positive
8414,8414,đã mua lần thứ 2 lần này có tặng thêm 2 tuýp gì ko để ý sẽ ủng hộ lại shop,Positive,,,,,
8415,8415,"dùng hadalabo lâu rồi nên yên tâm lắm, quà tặng siêu đáng yêu luôn, cảm ơn tiki rất nhiều luôn ạ",Positive,,,,,Positive
8416,8416,đã nhận được hàng giao hàng nhanh chóng sản phẩm như hình mua giùm cho nhỏ e,,,Positive,,,
8417,8417,"Sửa rửa mặt giá rẻ mà chất lượng tốt nè, cái thời bị mụn đau khổ không biết xài loại nào thì em này như vị cứu tinh của mình dị á, rửa sạch mà không bị khô hay căng da ???",Positive,,,,Positive,
8418,8418,đã nhận được hàng hàng ok sẽ ủng hộ lần sau hình ảnh mình hoạ lấy xu,Neutral,,,,,
8419,8419,đây là lần t2 mua chai này sản phẩm rất ok giao hàng cũng khá nhanh lần sau sẽ mua lại,Positive,,Positive,,,
8420,8420,da dầu mụn hay đang dùng treatment xài khá êm không mùi không paraben rất mềm ẩm,Positive,Positive,,,,
8421,8421,đã nhận đc hàng lần sau shop bọc kỹ hộ nhé quấn thêm băng dính nữa chứ ai lại để ko thế vận chuyển xa bể thì sao vẫn đg 5* vì sp tốt a ship nhiệt tình,,,Positive,Positive,,
8422,8422,"Da mình siêu nhạy cảm, xài loại này thấy rất ok. Da sạch mà k bị khô.",Positive,,,,,
8423,8423,đã nhận được hàng hàng giao mùa dịch mất 15 ngày nhưng vẫn nhận được hàng đã mua chai 50ml giờ mua chai 200ml,,,Negative,,,
8424,8424,gel rửa mặt giảm nhờn và ngăn ngừa mụn teen derm gel isis nhỏ nhắn xinh xắn,Positive,,,,,Positive
8425,8425,"Sữa rửa mặt dùng khá thích, mỗi tội mình dùng lâu hết quá mà sợ để lâu nó hỏng vì là dạng đất sét",,,,,,Neutral
8426,8426,đây là lần mua thứ 2 r nhé sản phẩm ưng ý có mùi đất khoáng thơm cực,Positive,Positive,,,,
8427,8427,Hàng xài ổn. Giống như những sản phẩm trước đây mình đã dùng.,Neutral,,,,,
8428,8428,"Đã mua lần 2 rồi, dùng k có bọt nhưng da mặt mềm , sờ thích.",Positive,,,,,
8429,8429,"đã mua lần 2 sp này
srm dùng tốt rửa xog có cảm giác ẩm mềm da 
nên mua nha",Positive,,,,,
8430,8430,chất lượng sản phẩm tốt giao hàng rất nhanh đóng gói đẹp có hạt dùng để tẩy da chết nhẹ nhàng cho da làm sạch tốt mà không bị khô da đâu nha đáng mua,Positive,,Positive,Positive,,Positive
8431,8431,bề ngoài thì hài lòng để dùng thử sẽ ủng hộ tiếp nếu ưng,,,,,,Positive
8432,8432,dùng ổn áp nhưng mùi của nó mình k thích lắm giao hàng khá nhanh,Neutral,Negative,Positive,,,
8433,8433,"chất lượng tuyệt vời tuy nhiên giá cả còn cao quá, mua ở trang khác chai lớn nhưng giá lại ngang nhau",Positive,,,,Negative,
8434,8434,dạ mình dầu dùng rất ok được giới thiệu dùng thử mà ai ngờ ưng quá sẽ mua khi dùng hết,Positive,,,,,
8435,8435,đóng gói ổn lắm kakaka nma tại vì là đồ hàn nên t khá yên tâm sử dụng ạ mong là sẽ hợp da tại mua cí to mấc r nma rcm mng nhe,Positive,,,Neutral,,
8436,8436,chất lượng sản phẩm ô kê dịch vụ vận chuyển hơi chậm dịch vụ người bán ô kê la sẽ còn ủng hộ lần sau,,,Negative,,,Positive
8437,8437,"Xài hẳn vài tuần rồi mới dám review, nói chung là tốt, phù hợp da mụn. Lúc xem hạn sử dụng hơi bất ngờ tưởng là ghi (ngày tháng năm) mà xài hẳn 4-5 lần mới coi chứ, sau phát hiện ra nó ghi (năm tháng ngày)",Positive,,,,,
8438,8438,Rửa mặt sạch,Positive,,,,,
8439,8439,"Tôi đặt mua sản phẩm vào ngày 10/7 và đã dùng 3 lần kể từ khi được giao hàng. Điểm tốt về sản phẩm: là sản phẩm bình dân được đánh giá khá tốt bởi các trang web nước ngoài, xuất xứ Mỹ và trong thành phần không có Paraben. Tuy nhiên tôi cảm thấy các hạt trong sản phẩm hơi thô, bạn cần massage nhẹ nhàng & chỉ nên dùng 2-3 lần/tuần.",Positive,,,,,Negative
8440,8440,"Sữa Rửa Mặt dịu nhẹ , ko làm khô da , sạch vừa phải",Positive,,,,,
8441,8441,Giao hàng nhanh. Nhân viên giao hàng nhiệt tình. Đóng gói cẩn thận,,,Positive,Positive,,
8442,8442,dưỡng ẩm tốt lắm nhe mọi người make up lên nền cũng đẹp hơn luôn í da mình hỗn hợp thiên dầu mà dưỡng cũng okla luôn,Positive,,,,,
8443,8443,đồ chính hãng giao không nhanh không chậm hộp giao đến hơi móp méo xíu nhưng k sao,,,Positive,Negative,,Positive
8444,8444,Mùi dễ chịu,,Positive,,,,
8445,8445,dùng cực thích lần trước mua đã bị mất nên lần này mua size to để dùng cho thoải mái,Positive,,,,,Positive
8446,8446,đặt hàng sau 4 ngày nhận được sản phẩm có tem dán niêm phong đảm bảo,,,Positive,,,Positive
8447,8447,"đang dịch bệnh nhưng tiki vẫn chuẩn bị hàng rất nhanh trong ngày đã gói xong, 3 ngày là nhận hàng
Chỉ là hơi bùn a shiper cục hàng có dán dễ vỡ mà ảnh chọi cái vèo 
srm mới tinh có bọc ở nắp chai
10đ cho dv của tiki( chứ mk đặt shopee hơn 2 tuần r chưa giao :) )
Mình chọn tiki tranding nha",,,Neutral,,,Positive
8448,8448,đã nhận được hàng giao hàng nhanh đóng gói cẩn thận hình ảnh mang tính nhận xu,,,Positive,Positive,,
8449,8449,date xa shopee mall nên rất yên tâm về chất lượng,,,,,,Positive
8450,8450,"Tiki giao hàng nhanh, srm dịu nhẹ dễ sử dụng ❤️",Positive,,Positive,,,
8451,8451,đang sử dụng sửa rửa mặt cảm thấy ổn và phù hợp mua trên shop chính hãng nên rất yên tâm sử dụng sản phẩm chất lượng và giá cả phù hợp shipper giao hàng thân thiện,Positive,,Positive,,,Positive
8452,8452,chai thứ mấy rồi mình ko nhớ nữa mà xài ổn áp nha rửa sạch ko bị rít da cũng ko bị khô sau khi rửa,Positive,,,,,
8453,8453,chai khá to cầm nặng tay giá rẻ mình ch sdung lên ch biết sp như nào,,,,,Positive,
8454,8454,đổi qua bn loại srm thì hiện tại mk ưng loại này nhất ko quá dịu nhẹ như cetaphil vẫn có độ tạo bọt nhất địnhmk da khô dùng xong ko bị khô căng mà để lại độ ẩm mượt trên da,Positive,,,,,
8455,8455,cha chà bá thế này ko biết xài đc mấy tháng hy vọng nó hợp với da của mình giá này nà với dung tích này thì cũng ko đến mức đắt lắm ngừa đc mụn là tốt rồi,Neutral,,,,Neutral,
8456,8456,đóng gói sản phẩm ok sản phẩmmm sài ok,Neutral,,,Positive,,
8457,8457,đóng gói sản phẩm rất đẹp và chắc chắn,,,,Positive,,
8458,8458,đã nhận được hàng đóng gói sản phẩm đẹp và chắc chắn rất đáng tiền mua,,,,Positive,,
8459,8459,Đăng là có quà tặng là lưới tạo bọt mà giao cho khách không có.,,,,,,Negative
8460,8460,gel rửa mặt dùng rất tốt phù hợp cho da dầu nên mua mọi người nhe,Positive,,,,,
8461,8461,"Sản phẩm rất tốt, dùng phù hợp vs da mặt bị mụn, đặc biệt là da mặt yếu",Positive,,,,,
8462,8462,"công dụng của sữa rửa mặt thì khỏi phải nói rồi ạ 
dùng thích lắm luôn 
mà nhìn lọ mini size cưng xỉu luôn á",Positive,,,,,
8463,8463,"thực sự khi nhận được sản phẩm mình rất hài lòng, khi rửa lên mùi rất thơm",,Positive,,,,
8464,8464,dạng gel trong có các hạt matxa không có hương liệu và cồn lành tính sử dụng xong không hề bị khô da mướt mịn,Positive,Neutral,,,,
8465,8465,đóng gói cẩn thận giao hàng nhanh nhận hộ bạn nên chưa mở ra chưa biết,,,Positive,Positive,,
8466,8466,dùng thích lắm dịu nhẹ mịn da nữa mọi người nên mua nhé,Positive,,,,,
8467,8467,chất lượng hàng chưa biết như nào nhưng thấy mở ra cũng uy tín mỗi tội hàng giao hơi lâu,Neutral,,Negative,,,
8468,8468,chất lượng sản phẩm tuyệt vời thời gian giao hàng rất nhanh rất đáng tiền,Positive,,Positive,,Positive,
8469,8469,dạng gel nên tạo ít bọt hơn loại kia rửa xong ko khô da mấy cảm thấy mình hợp loại này hơn,Positive,,,,,
8470,8470,"sản phẩm chính hãng, tốt. mình dùng rất ưng và sẽ mua lại",Positive,,,,,Positive
8471,8471,còn seal đóng gói oke giao đến k sao cả chất lượng sp tốt nha thích hợp với da nhạy cảm,Positive,,Positive,Positive,,
8472,8472,da m là da nhạy cảm nên đã sử dụng qua mấy ngày thấy sản phẩm k gây kích ứng đâu ạ,Positive,,,,,
8473,8473,dùng thích lắm rửa sạch nhưng không bị khô 10/10,Positive,,,,,
8474,8474,đóng gói chắc chắnsản phẩm ôk đc tặng kèm quà,,,,Positive,,Negative
8475,8475,da mình trước là da dầu không dùng đc mĩ phẩm nhưng khi dùng sp của shop thì thấy ít dầu và trang điểm sau khi tẩy trang mụn cũng không còn lên nhiều nữa,Positive,,,,,
8476,8476,đã nhận được hàng giống mô tả dùng mới bít có tốt hay k ah kssbs sk,,,,,,Positive
8477,8477,da nhạy cảm mà da gì cũng được tại dịu nhẹ mà hợp với những bạn ít make hoi,Positive,,,,,
8478,8478,đóng góp quá ok do dịch nên đợi hơi lâu sẽ ủng hộ shop dài dài nd,,,Negative,,,
8479,8479,đóng gói hàng cẩn thận bọc tận 2 túi dùng thấy khá là ok nếu tốt sẽ tiếp tục ủng hộ được tặng thêm lọ 20ml bé bé trông cute phết,Positive,,,Positive,,
8480,8480,đợi hàng lâu mún xĩu luông huhuuuu mua loại 50ml dùng thử xem okay khong nè lúc mở hộp lấy nó nhỏ xíu,,,Negative,,,Negative
8481,8481,đóng gói cẩn thận chắc chắn đúng sản phẩm chất lượng tốt sẽ ủng hộ lâu dài,Positive,,,Positive,,
8482,8482,đóng gói cẩn thận lần đầu mua nên chưa có trải nghiệm mùi thơm dạng gel,Neutral,Positive,,Positive,,
8483,8483,"sản phẩm này mình đã dùng rất lâu rồi cảm thấy rất phù hợp nên không bàn về chất lượng mua hàng mall nên cũng khá là yên tâm 
 sản phẩm date xa đóng gói chắc chắn vỏ bên ngoài hơi nhám không trơn như tuýp mình đang sử dụng 
 shop giao hàng nhanh",Positive,,Positive,Positive,,Positive
8484,8484,chai to dùng được rất lâu to như chai sữa tắm ấy sữa dịu nhẹ dùng xong k bị khô da,Positive,,,,,Positive
8485,8485,đó giờ toàn sài loại này lần trước ngựa đi sài loại khác bị mụn giờ phải mua lại sài,,,,,,Positive
8486,8486,dòng này dịu nhẹ xài ko bị dị ứng chai cũ mình còn nên chưa khui dùng chai mới nhưng vẫn đánh giá shop 5 ?,Positive,,,,,
8487,8487,vì sao trong kem lại có những hạt li ti.mà mình xem các rivew thì lại k có những hạt ấy,,,,,,Negative
8488,8488,combo siêu tiết kiệm mua 1 tặng 1 fullsize cái giá quá rẻ cho khuôn mặt sạch sẽ luôn mng ơi sx lô 2020 hời ơi quá xs luônnnnnn,,,,,Positive,Positive
8489,8489,"chất lượng sản phẩm tuỵet vời 
hàng đẹp 
giao hàng nhanh đóng gói cẩn thận 
nên mua",Positive,,Positive,Positive,,
8490,8490,đây là lần đầu sd màu hồng mịn màng lắm luôn sẽ sử dụng dài lâu,Positive,,,,,
8491,8491,dùng cho mọi loại da kể cả da bị nhạy cảm nói chung là dùng ok nhắm shpper dui dẻ,Neutral,,,,,
8492,8492,chất lượng sản phẩm quá tốt giao hàng nhanh gói hàng cẩn thận shop phục vụ tốt,Positive,,Positive,Positive,,Positive
8493,8493,đóng gói cẩn thận chắc chắn sản phẩm êm ạ mới mua lần đầu nên chỉ dùng vài món test nếu êm mua nữa ạk mua 3 món còn được tặng thêm 1 món mẹ sài nữa ạk?,,,,Positive,,
8494,8494,dùng tốt đã mua lần thứ hai rồi dạng gel nên sài thích máttt nữa,Positive,,,,,
8495,8495,"hàng oki, chiều hôm trước đặt, hôm sau đến luôn",Positive,,Positive,,,
8496,8496,đồng ý là shop mall nhưng họ làm ăn chán thực sự gói hàng độc lọ srm chùng chục ấy mà không bọc gì bên ngoài luôn hộp thì méo mó còn có lỗ to đùng như có người mở ra xem ấy họ tráo hộp thì mình cũng không biết sao ?,,,,Negative,,Negative
8497,8497,"sản phẩm này ít bọt, xài tạm ổn, tuy nhiên mùi thì khá hắc đúng phong cách xài nước hoa của người Ấn Độ, cảm thấy dùng xong như một người con của đạo Hindu. Ai đang quen ngửi mùi thơm của các smr khác sẽ không quen với loại này.",Neutral,Negative,,,,
8498,8498,giao hàng ko bọc ko cẩn thân như shoppe,,,,Negative,,
8499,8499,giao hang nhanh chua xai chua biet chat luong,,,Positive,,,
8500,8500,dùng ổn lắm ạ nhưng tuýp hơi nhỏ nên mua về dùng thử thì oke hơn ạ,Neutral,,,,,Negative
8501,8501,đóng gói tương đối sơ sài hộp do vận chuyển méo móp hết cả,,,,Negative,,
8502,8502,dùng thích phù hợp với mọi loại da giao cũng nhanh nữa ưng lắmm,Positive,,Positive,,,
8503,8503,dùng em này cũng nhìu lần rùi nchung là ưng sạch da thơm mùi tràm trà giao hàng nhanh còn đóng gói kĩ cho shop 5 sao nhen,Positive,,Positive,Positive,,
8504,8504,check mã vạch phát ra ngay mua của mall nên mình cũng an tâm mới đầu sd thì sp có mùi mình chưa quen với mùi này rửa sạch không làm khô căng xài thử thêm mới biết có tốt không,Neutral,Negative,,,,Positive
8505,8505,"Hàng tốt, giao hàng nhanh, gói cẩn thận",Positive,,Positive,Positive,,
8506,8506,đóng gói rata tốt chất lượng ok lần sau sẽ unh họ shop mua đc giá tốt hnaysod ahbs mhsmahhnjgsk úihdk euols iegdkdoid eo3dbkksjjs eiie iddj đỉub,Positive,,,Positive,Positive,
8507,8507,do dịch bệnh nên mình đặt từ hôm 9/9 đến 27/9 mới nhận được hàng sản phẩm đóng gói cẩn thận sạch sẽ bao bì bắt mắt về chất lượng thì phải dùng một thời gian mới đánh giá được lướt tiktok thấy nhiều bạn đánh giá tốt nên mua thử,Neutral,,Negative,Positive,,
8508,8508,đóng gói kĩ càng vận chuyển nhanh đặt tối thì qua hôm sau nhận dc hàng r ah,,,Positive,Positive,,
8509,8509,"Tiki gửi hàng nhanh thật. Vừa đặt là 2 hôm sau có liền. Mua Perfect Whip đúng là đáng đồng tiền. Xài thích cực. Mùi thơm, lại tạo bọt siêu nhiều, nghe nói là có thể làm sạch sâu nhưng mình mới xài nên chưa thấy có gì thay đổi",Positive,Positive,Positive,,,
8510,8510,gel rửa mặt xài êm khoign bị căng kích da rất tốt,Positive,,,,,
8511,8511,canh sale mua dc giá tốt shop gói hàng kĩ giao nhanh sẽ mua lại cám ơn shop,,,Positive,Positive,,
8512,8512,dùng 1 thời gian là da mặt cải thiện hơn rất nhiều,Positive,,,,,
8513,8513,Tiki gói hành kĩ lắm,,,,Positive,,
8514,8514,đặt hàng chính hãng nên cũng yên tâm giao hàng khá nhanh,,,Positive,,,Positive
8515,8515,"Hàng của Tiki giao khá nhanh
Sản phẩm sử dụng tốt
Ko bị hư da hay có mụn
Mình sẽ ủng hộ hết mình với Tiki",Positive,,Positive,,,Positive
8516,8516,dùng loại srm này mấy chai rồi dành cho da dầu và mụn rất tốt nha các nàng,Positive,,,,,
8517,8517,chất lượng sản phẩm tuyệt với đóng gói sp rất đẹp rất đáng tiền giao hàng rất nhanh,Positive,,Positive,Positive,,
8518,8518,Sp ok đóng gói cẩn thận,Neutral,,,Positive,,
8519,8519,chất lượng sản phẩm ok rửa mặt sạch và mềm da mình đã mua lần t2 ui shop đóng gói hàng đẹp chắc chắn,Positive,,,Positive,,
8520,8520,"rất tốt cho da dầu, mụn đầu đen. Bạn nào da khô, mỏng, nhạy cảm quá thì không nên dùng",Positive,,,,,
8521,8521,đóng gói quá kỹ luôn shop tư vấn tốt giá cả hợp lý giao hàng nhanh sản phẩm chất lượng,Positive,,Positive,Positive,Positive,
8522,8522,đã nhận được hàng shop chuẩn bị hàng nhanh giao hàng nhanh hàng của shopee mall nên cũng yên tâm ạ lần đầu sử dụn hàng của hãng hy vọng hợp với da mình,Positive,,Positive,,,
8523,8523,"Nhận được hàng giống hình, dùng nhẹ dịu",,,,,,Neutral
8524,8524,chai thứ 2 mình mua bên hasaki rồi giá tốt hàng chính hãng dùng thích lắm rất đáng mua hình ảnh và vid mang tính chất nhận xu,Positive,,,,Positive,
8525,8525,"dịu da mặt, sử dụng tốt. Hiệu quả còn phải sử dụng lâu dài mới thấy được",Positive,,,,,
8526,8526,"Đây là loại sữa rửa mặt nhẹ dịu nhất mình từng sử dụng. Rửa xong chỉ cần lấy khăn lau hoặc rửa lại với nước là sạch, an toàn cho cả bé sơ sinh.Tiki giao hàng nhanh chóng, nhân viên giao hàng nhiệt tình, mình sẽ tiếp tục ủng hộ",Positive,,Positive,,,
8527,8527,hàng chính hãng mà tiết kiệm được 100k so với giá mình thường mua.  mình xài chai này đến chai thứ 5 rồi.,,,,,Positive,
8528,8528,đóng gói rất cẩn thận hàng giao nhanh,,,Positive,Positive,,
8529,8529,đóng gói tệ đơn vị giao hàng tệ lúc nhận hàng gói hàng bị móp méo và có dấu hiệu đã khui hàng trước,,,Negative,Negative,,
8530,8530,dùng cho da dầu ổn gio hàng nhanh giá hợp lý đáng mua,Neutral,,Positive,,Positive,
8531,8531,dùng ổn nha mình dùng đến tuýt thứ 2 rồinhma mùi tràm trà hơi hắcmình không rõ da mình là loại da j nữa nhma mình dùng hợptgian đầu có đẩy mụn á nha mn,Neutral,,,,,
8532,8532,đóng gói cẩn thận ship nhanh sản phẩm dùng rất là tốt nha,Positive,,Positive,Positive,,
8533,8533,đã nhận được sản phẩm sài ok lắm nha rửa mặt xong da mịn lắm ạ,Positive,,,,,
8534,8534,chai to tổ bố nghe bảo dịu nhẹ mà kbiet sao rửa xong hơi khô da vs đỏ da xíu,Negative,,,,,Positive
8535,8535,Nhận sớm hơn dự kiến 1 ngày. Cho mình hỏi check mã code kiểu gì vậy. Mình check trên cosmestic không được.,,,Positive,,,
8536,8536,Mặt bị mụn rửa cái này rất thích,Positive,,,,,
8537,8537,đóng gói cẩn thận từ hôm đặt hàng đến nhận hàng mất 1 tuần chưa dùng sp nên chưa biết thế nào,,,Negative,Positive,,
8538,8538,dùng khá ổn không bị khô da giao hàng nhanh chất lượng tốt,Positive,,Positive,,,
8539,8539,chai to như sữa tắm dùng được cả nhà rửa xong da vẫn ẩm rất dễ chịu,Positive,,,,,Positive
8540,8540,tốt nhất từ trước tới nay,Positive,,,,,
8541,8541,"chắc là real xài vẫn ổn 
giao hàng cũng nhanh",Neutral,,Positive,,,
8542,8542,chai thứ n của nhà simple rồi bản gel nên cảm giác rửa rất sạch có những hạt liti mát xa săn sale 10 10 nên đc giá hời khâu chuẩn bị hàng của shop rất nhanh nhiệt tình,Positive,,Positive,,,
8543,8543,cảm nhận của mình là sản phẩm dùng thích rửa mặt xong có 1 lớp finish mướt nhẹ không làm da bị khô căng,Positive,,,,,
8544,8544,Gói hàng đểu quá. Shop làm mà k có nổi túi sốp bọc,,,,Negative,,
8545,8545,Sp cua Thorakao rat tot mik sd rat hai long gia ca hop li,Positive,,,,,
8546,8546,"đóng gói cẩn thận, hàng thật. Rất thích, cảm ơn tiki",,,,Positive,,Positive
8547,8547,sản phẩm nhìn rất cũ ko có team chống hàng giả,,,,,,Negative
8548,8548,"Date xa, ok",,,,,,Positive
8549,8549,Chất lượng sản phẩm đạt nhu cầu sử dụng,Neutral,,,,,
8550,8550,đã sử dụng hợp da mát mát nên thích lắm sẽ ung hộ shop tiếp hàng giao nhanh đóng gói chắc chắn,Positive,,Positive,Positive,,
8551,8551,đắt quá nhưng mình cũng mua đi mua lại 2 lần rồi mong shop cho nhiều mã xíu huhu,Positive,,,,Negative,
8552,8552,chất lượng sản phẩm khỏi phải bàn mỗi tội dịch nên giao hàng lâu quá 20 ngày mới nhận được hàng,Positive,,Negative,,,
8553,8553,"sản phẩm rất tốt. Mình mới dùng được mấy hôm nhưng tạm thời thấy rất ổn, kem mềm mịn lắm, bôi không bị khô da. Sẽ ủng hộ shop tiếp.",Positive,,,,,
8554,8554,mình tin dùng các sản phẩm của Hada labo vì rất dịu nhẹ với da và em này cũng thế.,Positive,,,,,
8555,8555,dùng ưng mik đã mua đây là lần hai kiểu ưng quá ý dùng sướng mà mịn nx với đc tặng nhièu quà bó kèm,Positive,,,,,Positive
8556,8556,"Thời gian giao hàng nhanh, sửa rửa mặt dùng rất thích, ít tạo bọt, cho cảm giác làm sạch nhẹ nhàng",Positive,,Positive,,,
8557,8557,dùng thử sản phẩm của mình và người thân yêu nhất bóng đèn máy cj đấy nhé bạn hiền quá nhiều thế kỷ thứ mười,Positive,,,,,Positive
8558,8558,"Hàng chất lượng, da nhạy cảm xài rất ưng luôn, mụn đỏ thấy giảm sưng hẳn",Positive,,,,,
8559,8559,đặt 7/7 mà 8/7 đã giao hàng tới rồi cực nhanhhhh mua ngay dịp sale nên được giá tốtttttt,,,Positive,,Positive,
8560,8560,đóng gói ẩu k có chống sốc mình da dầu mà khi dùng xong vẫn thấy khá khô dùng lần đầu mà đã thấy mụn đẩy lên k bt lâu dài sẽ như nào,Negative,,,Negative,,
8561,8561,dùng hãng này lâu rồi vẫn rất ưng ý không thể chê vào đâu được,Positive,,,,,
8562,8562,dùng loại này nhiều lần lắm rồi sạch mặt mà vẫn còn giữ độ ẩm trên da rất đáng mua,Positive,,,,,
8563,8563,chất lượng ổn áp,Positive,,,,,
8564,8564,đóng gỏi cẩn thận kỹ càng sản phẩm của shop là bao chất lượng toàn mua ở đây ko,,,,Positive,,
8565,8565,đóng gói tốt sản phẩm dùng rất thích vì rửa xong da không hề bị khô da dầu cũng tốt nhé,Positive,,,Positive,,
8566,8566,Mình nhận được sàn phẩm rồi xài da rất mịn và dịu da ko bị dị ứng gì cả .,Positive,,,,,
8567,8567,"shop giao hàng nhanh,vừa đặt chiều hôm qua sánh nay đã nhận được, về chất lượng chưa sd nên sau khi sd sẽ rv ssau.",,,Positive,,,
8568,8568,đắt hơn shop khác xíu nhưng đảm bảo hàng chuẩn có mùi dừa nhẹ nhẹ,,Positive,,,Negative,
8569,8569,đã dùng nhiều lần phù hợp với mình khá tốt dùng xong không bị khô da,Positive,,,,,
8570,8570,chất lượng sản phẩm tuyệt vời shopmail nên tin tưởng khâu giao hàng nhanh hàng bên trong không gặp tình trạng nứt vỡ,Positive,,Positive,,,
8571,8571,chất lượng cuẩ sản phẩmm okk đóng gói kỹ giao hàng nhanhh,Positive,,Positive,Positive,,
8572,8572,dạng gel và không có mùi hương liệu nên xài khá thích dù quảng cáo không chứa nhiều xà phòng nhưng mình rửa thấy nhiều bọt các chế ạ,Neutral,Negative,,,,
8573,8573,do covid nên giao hàng hơi chậm chất lượng ok góp ý mong shop đừng gán băng dính vào sản phẩm nếu dán mong đầu tư băng dính hịn chứ băng dính này bóc ra cầm vào sản phẩm rất dính cảm giác rất bẩn xin cảm ơn,Neutral,,Negative,,,Negative
8574,8574,chất lương sản phẩm tuyệt vời mùa dịch thời gian giao hàng hơi lâu nhưng bù lại gói hàng rất kỹ lưỡng,Positive,,Negative,Positive,,
8575,8575,đóng gói cẩn thận giao hàng nhanh nhân viên tư vấn nhiệt tình mới mua chưa dùng nên cưa biết hiệu quả như thế nào,,,Positive,Positive,,
8576,8576,đã nhận được hàng đang co khuyến mãi mua rẻ va đúng hàng moi người nên mua giao hàng nhanh,,,Positive,,Positive,
8577,8577,đã nhận được hàng đóng gói cũng cẩn thận giao hàng thường mà thấy cũng nhanh,,,Positive,Positive,,
8578,8578,"đã nhận được hàng
sử dụng kem dưỡng chưa sử dụng qua srm nên mong sẽ ko kích ứng
cám ơn shop giao hàng hơi lâu dù cùng tp",,,Negative,,,
8579,8579,dùng rất ok nên mình đặt thêm cho chị gái giá cả hợp lí,Positive,,,,Positive,
8580,8580,đóng gói ok đảm bảo,,,,Positive,,
8581,8581,"Cảm ơn shop nhé
tiki giao hàng nhanh.  Anh giao hàng dễ thương",,,Positive,,,Positive
8582,8582,chất lượng sản phẩm tốt shipper giao hàng nhanh,Positive,,Positive,,,
8583,8583,khi sử dụng sản phẩm cảm thấy sạch hơn. Da mình là da dầu sử dụng như bụi bẩn như được troi đi một cách sạch sẽ nhất,Positive,,,,,
8584,8584,giao hàng nhanh. sp đóng gói kỉ,,,Positive,Positive,,
8585,8585,đóng gói hàng cẩn thận chất lượng sản phẩm tốt,Positive,,,Positive,,
8586,8586,dùng loại này thíhc lắm ah chai to đùng xài lâu lắm mới hết dịu nhẹ cho da,Positive,,,,,Positive
8587,8587,giao hàng nhanh,,,Positive,,,
8588,8588,đóng gói rất chắc chắn và đẹp,,,,Positive,,
8589,8589,đóng gói cẩn thận giao đủ hàng& quà tặng chưa sài nên k biết ntn mà giao đúng hàng,,,,Positive,,Positive
8590,8590,"Thiệt là thơm dã man với cả là sạch thật
Mình mới dùng thì cảm thấy thơm với sạch lắm
Không mua uổng lắm á mng ơi",Positive,Positive,,,,
8591,8591,đóng gói siu chắc chắn nhìn có vẻ uy tín ếyyy lần sau sẽ quay lại ủng hộ shop nheeee,,,,Positive,,Positive
8592,8592,đã mua lần thứ n vẫn như mọi lần hàng đảm bảo chất lượng đóng gói giao hàng cẩn thận vẫn cứ 5 sao,,,Positive,Positive,,
8593,8593,dùng rất tốt ạ đóng gói cẩn thận chắc chắn giao hàng nhanh,Positive,,Positive,Positive,,
